ID	DOCULECT	FORM	CONCEPT	COGID	MORPHEMES	NOTE	PROTOSET	PROTOFORM	APBM	BASICVOCABULARY
958	PBoM	pítá()	STAY 	320			414	*pítá()		
959	Bora	pʰítʰʲáʔa-aβe	STAY 	320			414	*pítá()		
960	Muinane	ɸítáɸéte-ʔi 	STAY 	320			414	*pítá()		
961	PBoM	ím()-go-,gáihɨ-,káβa-	WANT 	321			417	*ím()-go-,gáihɨ-,káβa-		
962	Bora	imí-ʧe 	WANT 	321	good-consider, kʷahʲɯ, kʰaaβa		417	*ím()-go-,gáihɨ-,káβa-		
963	Muinane	íme-ge-ʔi, gáihɨ-ʔi, káβa-ʔi 	WANT 	321			417	*ím()-go-,gáihɨ-,káβa-		
964	PBoM	kaʦu	GRATE 	322			418	*kaʦu		
965	Bora	kʰaaʦʰo	GRATE 	322			418	*kaʦu		
966	Muinane	kásu-ʔi 	GRATE 	322		Note =529	418	*kaʦu		
967	PBoM	i()-ro	ALONE 	323			426	*i()-ro		
968	Bora	i-je 	ALONE 	323	3-rest		426	*i()-ro		
969	Muinane	 -re	ALONE 	323			426	*i()-ro		
970	PBoM	tɨga	DREAM 	324			427	*tɨga		
971	Bora	tʰɯkʷa	DREAM 	324			427	*tɨga		
972	Muinane	tɨ́ga-ʔi 	DREAM 	324			427	*tɨga		
973	PBoM	tugaa	SWEAT 	325			429	*tugaa		
974	Bora	tʰokʷa	SWEAT 	325			429	*tugaa		
975	Muinane	túgáa-ʔi 	SWEAT 	325			429	*tugaa		
976	PBoM	áih()ba	BE HUNGRY 	326			431	áih()ba		
977	Bora	ahʲápááβatʰe	BE HUNGRY 	326			431	áih()ba		
978	Muinane	áheba 	BE HUNGRY 	326			431	áih()ba		
979	PBoM	áhé	ITCH 	327			434	*áhé		
980	Bora	ahɨ	ITCH 	327			434	*áhé		
981	Muinane	áhéβano 	ITCH 	327			434	*áhé		
982	PBoM	garééku,ʦúʔkúʦu-	ROAST 	328			435	*garééku,ʦúʔkúʦu-		
983	Bora	kʷárɨʔkʰo, ʦʰóʔkʰoʦʰo 	ROAST 	328			435	*garééku,ʦúʔkúʦu-		
984	Muinane	garééku-ʔi, súkúsu-ʔi 	ROAST 	328			435	*garééku,ʦúʔkúʦu-		
985	PBoM	ʦ()βa	BRING 	329			437	*ʦ()βa		
986	Bora	ʦʰiβa	BRING 	329			437	*ʦ()βa		
987	Muinane	sɨ́βa-ʔi 	BRING 	329			437	*ʦ()βa		
988	PBoM	ba	PAY A VISIT 	330			440	*ba		
989	Bora	paa-ʔi	PAY A VISIT 	330			440	*ba		
990	Muinane	báa-ʔi 	PAY A VISIT 	330			440	*ba		
991	PBoM	namettɨhe	GRASSLAND 	331			441	*namettɨhe		
992	Bora	nómɨ́htʰɯhɨ	GRASSLAND 	331			441	*namettɨhe		
993	Muinane	námettɨhe 	GRASSLAND 	331		Note: =150, dialect. variantnámettehe 	441	*namettɨhe		
994	PBoM	ííhɨ	YESTERDAY  	332			442	*ííhɨ		Leipzig-Jakarta
995	Bora	iíhʲɯ	YESTERDAY  	332			442	*ííhɨ		Leipzig-Jakarta
996	Muinane	ííhɨ 	YESTERDAY  	332			442	*ííhɨ		Leipzig-Jakarta
997	PBoM	paino	INSIDE 	333			444	*paino		
998	Bora	pʰaɲe	INSIDE 	333			444	*paino		
999	Muinane	ɸáɲo 	INSIDE 	333		Note: 321 	444	*paino		
1000	PBoM	paiβoo	SOFT,TENDER 	334			445	*paiβoo		
1001	Bora	pʰaβʲee	SOFT,TENDER 	334			445	*paiβoo		
1002	Muinane	ɸáiβée-ʔi 	SOFT,TENDER 	334			445	*paiβoo		
1003	PBoM	im()	HAPPY 	335			446	*im()		
1004	Bora	imí-hʲɯɯ	HAPPY 	335			446	*im()		
1005	Muinane	ímo ímo 	HAPPY 	335			446	*im()		
1006	PBoM	paapai	BITTER  	336			447	*paapai		Leipzig-Jakarta
1007	Bora	pʰaapʰa	BITTER  	336			447	*paapai		Leipzig-Jakarta
1008	Muinane	ɸááɸa-ɲo 	BITTER  	336			447	*paapai		Leipzig-Jakarta
1009	PBoM	góóβá	FAST 	337			448	*góóβá		
1010	Bora	ʧeβá	FAST 	337			448	*góóβá		
1011	Muinane	góóβá-no 	FAST 	337			448	*góóβá		
1012	PBoM	ái()ɨme-tɨ	BLIND 	338			450	*ái()ɨme-tɨ		
1013	Bora	áhʧʰɯ́mɨ-tʰɯ́ɯ́-pe 	BLIND 	338	see-neg-masc.sg		450	*ái()ɨme-tɨ		
1014	Muinane	áatʲɨme-tɨ- 	BLIND 	338		Note: cf. 277 	450	*ái()ɨme-tɨ		
1015	PBoM	mɨkku	DOCK,PORT 	339			451	*mɨkku		
1016	Bora	mɯ́hkʰohɯ	DOCK,PORT 	339			451	*mɨkku		
1017	Muinane	mɨ́ku 	DOCK,PORT 	339			451	*mɨkku		
1018	PBoM	ɨme	FACE 	340			454	*ɨme		
1019	Bora	ʔɯ́mɨ	FACE 	340			454	*ɨme		
1020	Muinane	ɨ́me 	FACE 	340			454	*ɨme		
1021	PBoM	hɨβiiba	BASKET 	341			456	*hɨβiiba		
1022	Bora	ɯ́βiípa	BASKET 	341			456	*hɨβiiba		
1023	Muinane	hɨ́ííbai 	BASKET 	341			456	*hɨβiiba		
1024	PBoM	?hɨ()aʔʦ()	FOAM 	342			458	?*hɨ()aʔʦ()		
1025	Bora	ɯráʔʦʰa 	FOAM 	342			458	?*hɨ()aʔʦ()		
1026	Muinane	hɨ́βáase 	FOAM 	342			458	?*hɨ()aʔʦ()		
1027	PBoM	pééno	MIDDLE 	343			461	*pééno		
1028	Bora	pʰɨɨne	MIDDLE 	343			461	*pééno		
1029	Muinane	ɸééne 	MIDDLE 	343			461	*pééno		
1030	PBoM	hanoo-tto	THORN 	344			462	*hanoo-tto		
1031	Bora	áneétʰo 	THORN 	344	thorn-cl		462	*hanoo-tto		
1032	Muinane	hánúútu 	THORN 	344		Note: see 269 	462	*hanoo-tto		
1033	PBoM	káamo	TALL 	345			463	*káamo		
1034	Bora	kʰaame	TALL 	345			463	*káamo		
1035	Muinane	káamo 	TALL 	345			463	*káamo		
1036	PBoM	kúume	PALM OENOCARPUS BATAUA 	346			464	*kúume		
1037	Bora	kʰoómɨ	PALM OENOCARPUS BATAUA 	346			464	*kúume		
1038	Muinane	kúume-ʔe 	PALM OENOCARPUS BATAUA 	346			464	*kúume		
1039	PBoM	táábú	MEDICINE 	347			465	*táábú		
1040	Bora	tʰaapo	MEDICINE 	347			465	*táábú		
1041	Muinane	táábú-ta 	MEDICINE 	347			465	*táábú		
1042	PBoM	buun()	LATER ON 	348			467	*buun()		
1043	Bora	-poone	LATER ON 	348			467	*buun()		
1044	Muinane	-búúna 	LATER ON 	348			467	*buun()		
1045	PBoM	giraa-	A LOT 	349			468	*giraa-		
1046	Bora	ʧíjá	A LOT 	349			468	*giraa-		
1047	Muinane	gíráano 	A LOT 	349			468	*giraa-		
1048	PBoM	dóhɨku	BEHIND 	350			469	*dóhɨku		
1049	Bora	téhɯkʰo	BEHIND 	350			469	*dóhɨku		
1050	Muinane	dóhɨku-tɨ 	BEHIND 	350		behind-abl	469	*dóhɨku		
1051	PBoM	gaʔpo	FULL 	351			471	*gaʔpo		
1052	Bora	kʷaʔpʰe	FULL 	351			471	*gaʔpo		
1053	Muinane	gáʔáɸono 	FULL 	351		Note: =297 	471	*gaʔpo		
1054	PBoM	máʦakka	PEANUTS 	352			474	*máʦakka		
1055	Bora	máʦʰahkʰa	PEANUTS 	352			474	*máʦakka		
1056	Muinane	másaka 	PEANUTS 	352			474	*máʦakka		
1057	PBoM	g()-ʔátʦ()	YARD,COURT (OF MALOCA) 	353			475	g()-ʔátʦ()		
1058	Bora	ʧá-ʔahʦʰɨ 	YARD,COURT (OF MALOCA) 	353	?-cl:yard		475	g()-ʔátʦ()		
1059	Muinane	góóʔási 	YARD,COURT (OF MALOCA) 	353			475	g()-ʔátʦ()		
1060	PBoM	héékkɨ	CRESTED OROPENDOLA 	354			476	*héékkɨ		
1061	Bora	ɨhkʰɯ	CRESTED OROPENDOLA 	354			476	*héékkɨ		
1062	Muinane	héékɨ 	CRESTED OROPENDOLA 	354			476	*héékkɨ		
1063	PBoM	kaʔgɨnɨku	MANIOC STARCH DRINK 	355			477	*kaʔgɨnɨku		
1064	Bora	kʰaʔkɯ́nɯkʰo	MANIOC STARCH DRINK 	355			477	*kaʔgɨnɨku		
1065	Muinane	káágɨnɨku	MANIOC STARCH DRINK 	355			477	*kaʔgɨnɨku		
1066	PBoM	gátʦe-	ARRIVE 	356			478	*gátʦe-		
1067	Bora	kʷahʦʰɨ	ARRIVE 	356			478	*gátʦe-		
1068	Muinane	gáse-ʔi 	ARRIVE 	356			478	*gátʦe-		
1069	PBoM	dɨɨrɨ-ba-	OIL 	357			479	*dɨɨrɨ-ba-		
1070	Bora	tɯ́ɯ́rɯ́pa-hpʰákʰʲo 	OIL 	357	grease-cl:liquid		479	*dɨɨrɨ-ba-		
1071	Muinane	dɨ́ɨrɨba 	OIL 	357		Note =267	479	*dɨɨrɨ-ba-		
1072	PBoM	níttɨ-ba	SIFTER 	358			482	*níttɨ-ba		
1073	Bora	níhtʰʲɯ-pa 	SIFTER 	358	wash-cl		482	*níttɨ-ba		
1074	Muinane	nítɨba 	SIFTER 	358		Note: see 313	482	*níttɨ-ba		
1075	PBoM	áiβo	SPICY 	359			484	*áiβo		
1076	Bora	aβʲe	SPICY 	359			484	*áiβo		
1077	Muinane	áiβe-ʔi 	SPICY 	359			484	*áiβo		
1078	PBoM	hɨɨbaimo	DANCING FESTIVAL 	360			489	*hɨɨbaimo		
1079	Bora	ɯ́ɯ́pamʲe	DANCING FESTIVAL 	360			489	*hɨɨbaimo		
1080	Muinane	hɨ́ɨbaimo 	DANCING FESTIVAL 	360			489	*hɨɨbaimo		
1081	PBoM	gádameeʔu	MANIOC SQUEEZER 	361			491	*gádameeʔu		
1082	Bora	kʷátari- 	MANIOC SQUEEZER 	361	put inside, -mɨɨ́ʔo 		491	*gádameeʔu		
1083	Muinane	gádameeʔu 	MANIOC SQUEEZER 	361			491	*gádameeʔu		
1084	PBoM	méékɨme	MIRROR 	362			492	*méékɨme		
1085	Bora	mɨ́ɨ́kʰɯmɨ	MIRROR 	362			492	*méékɨme		
1086	Muinane	méékɨme 	MIRROR 	362			492	*méékɨme		
1087	PBoM	ʔaʧʧi	SON  	363			494	*ʔaʧʧi		Leipzig-Jakarta, Swadesh
1088	Bora	ʔahʧʰi	SON  	363			494	*ʔaʧʧi		Leipzig-Jakarta, Swadesh
1089	Muinane	áʧi 	SON  	363			494	*ʔaʧʧi		Leipzig-Jakarta, Swadesh
1090	PBoM	mɨʦi,mɨpe	WE TWO 	364			495	*mɨʦi,*mɨpe		
1091	Bora	mɯʦʰi 	WE TWO 	364	1.dual.masc, mɯpʰɨ 		495	*mɨʦi,*mɨpe		
1092	Muinane	mɨ́sí, mɨ́ɸe 	WE TWO 	364			495	*mɨʦi,*mɨpe		
1093	PBoM	amɨʦi,amɨpe	YOU TWO 	365			496	*amɨʦi,*amɨpe		
1094	Bora	ámɯʦʰi, ámɯpʰɨ	YOU TWO 	365			496	*amɨʦi,*amɨpe		
1095	Muinane	ámɨ́ɨ́sí, ámɨ́ɨ́ɸe 	YOU TWO 	365			496	*amɨʦi,*amɨpe		
1096	PBoM	dii-t()-ʦi	THEY TWO (M.) 	366			497	*dii-t()-ʦi		
1097	Bora	tiitʰʲé-ʦʰi 	THEY TWO (M.) 	366	3-pl-dual.masc		497	*dii-t()-ʦi		
1098	Muinane	díítɨsi 	THEY TWO (M.) 	366			497	*dii-t()-ʦi		
1099	PBoM	dii-t()-pe	THEY TWO (F.) 	367			498	*dii-t()-pe		
1100	Bora	tiitʰʲé-pʰɨ 	THEY TWO (F.) 	367	3-pl-dual.fem		498	*dii-t()-pe		
1101	Muinane	díítɨɸe 	THEY TWO (F.) 	367			498	*dii-t()-pe		
1102	PBoM	i-	HER	368			499	*i-		
1103	Bora	i-	HER	368			499	*i-		
1104	Muinane	i- 	HER	368			499	*i-		
1105	PBoM	duu	EAT MEAT 	369			500	*duu		
1106	Bora	toó	EAT MEAT 	369			500	*duu		
1107	Muinane	dúu-ʔi 	EAT MEAT 	369			500	*duu		
1108	PBoM	nɨɨ	WEAVE 	370			501	*nɨɨ		
1109	Bora	nɯɯ	WEAVE 	370			501	*nɨɨ		
1110	Muinane	nɨ́ɨ-ʔi 	WEAVE 	370			501	*nɨɨ		
1111	PBoM	neheʔku	LICK 	371			502	*neheʔku		
1112	Bora	nɨhɨ́-ʔkʰo 	LICK 	371			502	*neheʔku		
1113	Muinane	néhééku-ʔi 	LICK 	371			502	*neheʔku		
1114	PBoM	hɨbu	HEALING BLOW 	372			503	*hɨbu		
1115	Bora	ɯɯ́po	HEALING BLOW 	372			503	*hɨbu		
1116	Muinane	hɨ́ɨ́búu-ʔi 	HEALING BLOW 	372			503	*hɨbu		
1117	PBoM	aam()hɨ	DOWNRIVER 	373			504	*aam()hɨ		
1118	Bora	áámehɯ	DOWNRIVER 	373			504	*aam()hɨ		
1119	Muinane	áamɨhɨ 	DOWNRIVER 	373			504	*aam()hɨ		
1120	PBoM	aikko	WAKE UP 	374			506	*aikko		
1121	Bora	ahkʰʲe	WAKE UP 	374			506	*aikko		
1122	Muinane	áiké-ʔi 	WAKE UP 	374			506	*aikko		
1123	PBoM	kɨɨhɨgai	FIREPLACE 	375			507	*kɨɨhɨgai		
1124	Bora	kʰɯ́hɯ́kʷa-ʔáhʦʰɨ 	FIREPLACE 	375	fire-place		507	*kɨɨhɨgai		
1125	Muinane	kɨ́ɨ́hɨgai 	FIREPLACE 	375	fire 		507	*kɨɨhɨgai		
1126	PBoM	níttɨba	SIEVE 	376			508	*níttɨba		
1127	Bora	níhtʰʲɯ-pa 	SIEVE 	376	wash-cl		508	*níttɨba		
1128	Muinane	nítɨ́ba	SIEVE 	376			508	*níttɨba		
1129	PBoM	ʤari-ga	DANCING BEAM 	377			509	*ʤari-ga		
1130	Bora	ʧaarí-kʷa 	DANCING BEAM 	377	?-cl.plank		509	*ʤari-ga		
1131	Muinane	ʤáriga 	DANCING BEAM 	377			509	*ʤari-ga		
1132	PBoM	mɨʦééʦe	CAIMITO FRUIT (POUTERIA CAIMITO) 	378			510	*mɨʦééʦe		
1133	Bora	mɯ́ʦʰɨ́ɨ́ʦʰɨ	CAIMITO FRUIT (POUTERIA CAIMITO) 	378			510	*mɨʦééʦe		
1134	Muinane	mɨ́séése 	CAIMITO FRUIT (POUTERIA CAIMITO) 	378			510	*mɨʦééʦe		
1135	PBoM	háaʤa	PALM SOCRATEA EXORRHIZA 	379			511	*háaʤa		
1136	Bora	ááʧa-ʔe	PALM SOCRATEA EXORRHIZA 	379			511	*háaʤa		
1137	Muinane	háaʤa 	PALM SOCRATEA EXORRHIZA 	379			511	*háaʤa		
1138	PBoM	kaatɨ	LEAVES THAT PRODUCE BLACK COLOR 	380			512	*kaatɨ		
1139	Bora	kʰáátʰɯ	LEAVES THAT PRODUCE BLACK COLOR 	380			512	*kaatɨ		
1140	Muinane	káatɨ 	LEAVES THAT PRODUCE BLACK COLOR 	380			512	*kaatɨ		
1141	PBoM	moomo	PEACH PALM (BACTRIS GASIPAES) 	381			513	*moomo		
1142	Bora	mééme	PEACH PALM (BACTRIS GASIPAES) 	381			513	*moomo		
1143	Muinane	móomo 	PEACH PALM (BACTRIS GASIPAES) 	381			513	*moomo		
1144	PBoM	taaβi-ʔo	CECROPIA SP. 	382			514	*taaβi-ʔo		
1145	Bora	tʰaaβíʔʲe 	CECROPIA SP. 	382	Cecropia-cl:tree		514	*taaβi-ʔo		
1146	Muinane	tááβí-ʔo	CECROPIA SP. 	382			514	*taaβi-ʔo		
1147	PBoM	haaʔo	MACAMBO FRUIT (THEOBROMA BICOLOR) 	383			515	*haaʔo		
1148	Bora	aáʔe	MACAMBO FRUIT (THEOBROMA BICOLOR) 	383			515	*haaʔo		
1149	Muinane	hááʔo 	MACAMBO FRUIT (THEOBROMA BICOLOR) 	383			515	*haaʔo		
1150	PBoM	tɨɨʦi-ʔo	INGA EDULIS 	384			518	*tɨɨʦi-ʔo		
1151	Bora	tʰɯ́ɯ́ʦʰi-ʔʲe 	INGA EDULIS 	384	?-cl		518	*tɨɨʦi-ʔo		
1152	Muinane	tɨ́ɨsi-ʔo 	INGA EDULIS 	384			518	*tɨɨʦi-ʔo		
1153	PBoM	hɨgo-ba	CERAMIC SAUCEPAN 	385			519	*hɨgo-ba		
1154	Bora	ɯ́ʧe-pa 	CERAMIC SAUCEPAN 	385	?-cl		519	*hɨgo-ba		
1155	Muinane	hɨ́go-ba	CERAMIC SAUCEPAN 	385			519	*hɨgo-ba		
1156	PBoM	báaku	UVILLA FRUIT (POUROUMA CECROPIAEFOLIA) 	386			520	*báaku		
1157	Bora	páákʰo	UVILLA FRUIT (POUROUMA CECROPIAEFOLIA) 	386			520	*báaku		
1158	Muinane	báaku 	UVILLA FRUIT (POUROUMA CECROPIAEFOLIA) 	386			520	*báaku		
1159	PBoM	áinɨ-hɨ	RIFLE 	387			521	*áinɨ-hɨ		
1160	Bora	aɲɯ́-hɯ 	RIFLE 	387	shoot-cl:tube		521	*áinɨ-hɨ		
1161	Muinane	áɲɨ́-hɨ 	RIFLE 	387			521	*áinɨ-hɨ		
1162	PBoM	nehe	PALM ASTROCARYUM CHAMBIRA 	388			522	*nehe		
1163	Bora	nɨ́hɨ-ʔe	PALM ASTROCARYUM CHAMBIRA 	388			522	*nehe		
1164	Muinane	néhe 	PALM ASTROCARYUM CHAMBIRA 	388			522	*nehe		
1165	PBoM	niimɨ	UMARÍ FRUIT (PORAQUEIBA SERICEA) 	389			523	*niimɨ		
1166	Bora	níímɯ́-ʔe	UMARÍ FRUIT (PORAQUEIBA SERICEA) 	389			523	*niimɨ		
1167	Muinane	níímɨ 	UMARÍ FRUIT (PORAQUEIBA SERICEA) 	389			523	*niimɨ		
1168	PBoM	m()níiko	EDIBLE ANT 	390			525	*m()níiko		
1169	Bora	méniíkʰʲe 	EDIBLE ANT 	390			525	*m()níiko		
1170	Muinane	míníikoʔɨ 	EDIBLE ANT 	390			525	*m()níiko		
1171	PBoM	kúúhɨ	AVOCADO (PERSEA AMERICANA) 	391			526	*kúúhɨ		
1172	Bora	kʰóóhɯ-ʔe	AVOCADO (PERSEA AMERICANA) 	391			526	*kúúhɨ		
1173	Muinane	kúúhɨ 	AVOCADO (PERSEA AMERICANA) 	391			526	*kúúhɨ		
1174	PBoM	áppai-ku	EDIBLE LARVAE 	392			527	áppai-ku		
1175	Bora	áhpʰa-kʰʲo 	EDIBLE LARVAE 	392	larva-cl		527	áppai-ku		
1176	Muinane	áɸaiku 	EDIBLE LARVAE 	392			527	áppai-ku		
1177	PBoM	kaʦu	GRATER 	393			529	*kaʦu		
1178	Bora	kʰáʦʰoó-kʷa 	GRATER 	393	grate-cl:plank		529	*kaʦu		
1179	Muinane	kásu-ʔi 	GRATER 	393	grate 	Note =418	529	*kaʦu		
1180	PBoM	íno-ʔo	MIRITI PALM (MAURITIA FLEXUOSA) 	394			530	íno-ʔo		
1181	Bora	íɲe-ʔe 	MIRITI PALM (MAURITIA FLEXUOSA) 	394	miriti-cl:tree		530	íno-ʔo		
1182	Muinane	íno-ʔo 	MIRITI PALM (MAURITIA FLEXUOSA) 	394			530	íno-ʔo		
1183	PBoM	-ʔakkɨ	PILLARS (OF ROUNDHOUSE) 	395			532	*-ʔakkɨ		
1184	Bora	ápʰɨ-ʔáhkʰɯ	PILLARS (OF ROUNDHOUSE) 	395			532	*-ʔakkɨ		
1185	Muinane	ɯ́má-ʔakɨ 	PILLARS (OF ROUNDHOUSE) 	395			532	*-ʔakkɨ		
1186	PBoM	háhe	LEPIDOCARYUM TENUE PALM (FOR THATCHING ROOFS) 	396			533	*háhe		
1187	Bora	áhɨ-ʔíípa	LEPIDOCARYUM TENUE PALM (FOR THATCHING ROOFS) 	396			533	*háhe		
1188	Muinane	háhe 	LEPIDOCARYUM TENUE PALM (FOR THATCHING ROOFS) 	396			533	*háhe		
1189	PBoM	geen()	EAT FRUIT 	397			534	*geen()		
1190	Bora	ʧeéne	EAT FRUIT 	397			534	*geen()		
1191	Muinane	gééne-ʔi 	EAT FRUIT 	397			534	*geen()		
1192	PBoM	dooikkɨ	CHEW COCA 	398			535	*dooikkɨ		
1193	Bora	teíhʲkʰɯ	CHEW COCA 	398			535	*dooikkɨ		
1194	Muinane	dééikɨ 	CHEW COCA 	398			535	*dooikkɨ		
1195	PBoM	namo	FECES 	399			536	*namo		
1196	Bora	name	FECES 	399			536	*namo		
1197	Muinane	namo 	FECES 	399			536	*namo		
1198	PBoM	mákká-nɨ	DROWN 	400			539	*mákká-nɨ		
1199	Bora	máhkʰa-nɯ 	DROWN 	400	drown-do		539	*mákká-nɨ		
1200	Muinane	máká-nɨ-ʔi 	DROWN 	400			539	*mákká-nɨ		
1201	PBoM	gáihúkku	PULL OUT 	401			541	*gáihúkku		
1202	Bora	kʷáhʲohko	PULL OUT 	401			541	*gáihúkku		
1203	Muinane	gáihúku-ʔi 	PULL OUT 	401			541	*gáihúkku		
1204	PBoM	ígi	GET SCARED 	402			542	*ígi		
1205	Bora	iʧítʲe	GET SCARED 	402			542	*ígi		
1206	Muinane	ígi-ʔi 	GET SCARED 	402		Note =366 	542	*ígi		
1207	PBoM	n()kúppé-go-	SHAME 	403			543	*n()kúppé-go-		
1208	Bora	nɯ́kʰohpʰɨ́-ʧe 	SHAME 	403	shame-consider		543	*n()kúppé-go-		
1209	Muinane	núkú-ɸége-ʔi	SHAME 	403			543	*n()kúppé-go-		
1210	PBoM	gaʔʦe	DANCE 	404			544	*gaʔʦe		
1211	Bora	kʷaʔʦʰɨ	DANCE 	404			544	*gaʔʦe		
1212	Muinane	gááse-ʔi 	DANCE 	404			544	*gaʔʦe		
1213	PBoM	taaβa	HUNT 	405			547	*taaβa		
1214	Bora	tʰaaβa	HUNT 	405			547	*taaβa		
1215	Muinane	tááβa-ʔi 	HUNT 	405			547	*taaβa		
1216	PBoM	tɨ	COOK 	406			549	*tɨ		
1217	Bora	tʰɯɯ	COOK 	406			549	*tɨ		
1218	Muinane	tɨ́ɨ-ʔi 	COOK 	406			549	*tɨ		
1219	PBoM	ɨkkɨ	CATCH 	407			550	*ɨkkɨ		
1220	Bora	ɯhkʰɯ	CATCH 	407			550	*ɨkkɨ		
1221	Muinane	ɨ́kɨ-ʔi 	CATCH 	407			550	*ɨkkɨ		
1222	PBoM	hɨɨb()go	TELL,NARRATE 	408			551	*hɨɨb()go		
1223	Bora	ɯɯpáʧe	TELL,NARRATE 	408			551	*hɨɨb()go		
1224	Muinane	hɨ́ɨ́bege-ʔi 	TELL,NARRATE 	408		Note =291	551	*hɨɨb()go		
1225	PBoM	βɨrɨ	CUT 	409			553	*βɨrɨ		
1226	Bora	-βɯrɯ-	CUT 	409			553	*βɨrɨ		
1227	Muinane	gáβɨrɨ́ɨ́ku-ʔi	CUT 	409			553	*βɨrɨ		
1228	PBoM	ainɨ	SHOOT 	410			554	*ainɨ		
1229	Bora	aɲɯ	SHOOT 	410			554	*ainɨ		
1230	Muinane	áɲɨ-ʔi 	SHOOT 	410			554	*ainɨ		
1231	PBoM	gírííká-βo-	GET DRUNK 	411			556	*gírííká-βo-		
1232	Bora	ʧijííkʰʲa-βe 	GET DRUNK 	411	shake-vblz		556	*gírííká-βo-		
1233	Muinane	gírííká-βe-ʔi 	GET DRUNK 	411			556	*gírííká-βo-		
1234	PBoM	kɨmɨ	WOOLY MONKEY (LAGOTHRIX LAGOTRICHA) 	412			557	*kɨmɨ		
1235	Bora	kʰɯɯ́mɯ	WOOLY MONKEY (LAGOTHRIX LAGOTRICHA) 	412			557	*kɨmɨ		
1236	Muinane	kɨ́ɨ́mɨba 	WOOLY MONKEY (LAGOTHRIX LAGOTRICHA) 	412			557	*kɨmɨ		
1237	PBoM	naamo	SWEET  	413			558	*naamo		Leipzig-Jakarta
1238	Bora	naáme	SWEET  	413			558	*naamo		Leipzig-Jakarta
1239	Muinane	náamo 	SWEET  	413		Note =371	558	*naamo		Leipzig-Jakarta
1240	PBoM	-bo	MASCULINE (SUFFIX) 	414			560	*-bo		
1241	Bora	-pe	MASCULINE (SUFFIX) 	414			560	*-bo		
1242	Muinane	-bo 	MASCULINE (SUFFIX) 	414			560	*-bo		
1243	PBoM	apiiʧu,ʤɨɨ()a-nɨ	CONJURE 	415			562	*apiiʧu,*ʤɨɨ()a-nɨ		
1244	Bora	ápʰííʧʰo, ʧɯɯβá-nɯ 	CONJURE 	415	conjure-do		562	*apiiʧu,*ʤɨɨ()a-nɨ		
1245	Muinane	ápíʧu, ʤɨ́ɨ́ʔa-nɨ-ʔi	CONJURE 	415			562	*apiiʧu,*ʤɨɨ()a-nɨ		
